Student,Faculteit,Uitwisselingsinstelling,Land,Begin jaar,Eind jaar
314,Faculteit Rechtsgeleerdheid,Université Nice Sophia Antipolis,Frankrijk,2012,2013
315,Faculteit Geneeskunde,Université de Nantes,Frankrijk,2012,2013
316,Faculteit Geneeskunde,Georg-August-Universität Göttingen,Duitsland,2012,2013
317,Faculteit Letteren,Rijksuniversiteit Groningen,Nederland,2012,2013
318,Faculteit Farmaceutische Wetenschappen,Université Grenoble Alpes,Frankrijk,2012,2013
319,Faculteit Letteren,Freie Universität Berlin,Duitsland,2012,2013
320,Faculteit Rechtsgeleerdheid,University of Sheffield,Ver. Koninkrijk,2012,2013
321,Hoger Instituut voor Wijsbegeerte,University College Dublin,Ierland,2012,2013
322,Fac. Psychologie en Pedagogische Wet.,Universiteit Leiden,Nederland,2012,2013
323,Faculteit Rechtsgeleerdheid,Kobenhavns Universitet,Denemarken,2012,2013
324,Faculteit Sociale Wetenschappen,Universidade Católica Portuguesa,Portugal,2012,2013
325,Faculteit Farmaceutische Wetenschappen,Université François Rabelais (Tours),Frankrijk,2012,2013
326,Faculteit Rechtsgeleerdheid,Université de Lausanne,Zwitserland,2012,2013
327,FaBeR,Université de la Réunion,Frankrijk,2012,2013
328,Faculteit Sociale Wetenschappen,Universität Konstanz,Duitsland,2012,2013
329,Faculteit Letteren,Aarhus Universitet,Denemarken,2012,2013
330,Fac. Psychologie en Pedagogische Wet.,Universidad Complutense de Madrid,Spanje,2012,2013
331,Faculteit Rechtsgeleerdheid,Université Toulouse 1 Capitole,Frankrijk,2012,2013
332,Faculteit Letteren,Universidad de Valencia,Spanje,2012,2013
333,Faculteit Ingenieurswetenschappen,EPF Lausanne Office de la mobilité SOC,Zwitserland,2012,2013
334,Faculteit Letteren,Technische Universität Dresden - TU Dres,Duitsland,2012,2013
335,Faculteit Rechtsgeleerdheid,Queen Mary and Westfield College (Univer,Ver. Koninkrijk,2012,2013
336,Faculteit Sociale Wetenschappen,Tallinna Ülikool (Tallinn University),Estland,2012,2013
337,Faculteit Farmaceutische Wetenschappen,Uppsala Universitet,Zweden,2012,2013
338,Faculteit Geneeskunde,Universidad de Salamanca,Spanje,2012,2013
339,Faculteit Geneeskunde,Universidad de Valladolid,Spanje,2012,2013
340,Faculteit Ingenieurswetenschappen,Institut Polytechnique de Grenoble,Frankrijk,2012,2013
341,Faculteit Wetenschappen,Universitat Autònoma de Barcelona,Spanje,2012,2013
342,Fac. Psychologie en Pedagogische Wet.,Université Toulouse - Jean Jaurès,Frankrijk,2012,2013
343,Faculteit Economie en Bedrijfswetensch.,Universidad de Zaragoza,Spanje,2012,2013
344,Faculteit Rechtsgeleerdheid,Université Jean Moulin (Lyon 3),Frankrijk,2012,2013
345,Faculteit Rechtsgeleerdheid,Univerzita Karlova (Charles University),Tsjechië,2012,2013
346,Faculteit Wetenschappen,Université Victor Segalen Bordeaux II,Frankrijk,2012,2013
347,Faculteit Ingenieurswetenschappen,Universidad Politécnica de Madrid,Spanje,2012,2013
348,Faculteit Ingenieurswetenschappen,Universidad Politécnica de Valencia,Spanje,2012,2013
349,Faculteit Rechtsgeleerdheid,Université Toulouse 1 Capitole,Frankrijk,2012,2013
350,Faculteit Geneeskunde,Universidad de Sevilla,Spanje,2012,2013
351,Faculteit Rechtsgeleerdheid,Universidade do Porto,Portugal,2012,2013
352,Fac. Psychologie en Pedagogische Wet.,Universidad Complutense de Madrid,Spanje,2012,2013
353,Fac. Psychologie en Pedagogische Wet.,University of Plymouth,Ver. Koninkrijk,2012,2013
354,Hoger Instituut voor Wijsbegeerte,Università degli Studi di Siena,Italië,2012,2013
355,Faculteit Farmaceutische Wetenschappen,Fundacion Universitaria San Pablo - CEU,Spanje,2012,2013
356,Faculteit Farmaceutische Wetenschappen,Université François Rabelais (Tours),Frankrijk,2012,2013
357,Faculteit Farmaceutische Wetenschappen,Medizinische Universität Wien,Oostenrijk,2012,2013
358,Faculteit Letteren,Université de Toulon et du Var (U.T.V.),Frankrijk,2012,2013
359,Faculteit Geneeskunde,Universidad de Córdoba,Spanje,2012,2013
360,Faculteit Letteren,Technische Universität Dresden - TU Dres,Duitsland,2012,2013
361,Faculteit Rechtsgeleerdheid,Kobenhavns Universitet,Denemarken,2012,2013
362,Faculteit Geneeskunde,Philipps-Universität Marburg,Duitsland,2012,2013
363,Faculteit Rechtsgeleerdheid,Universität Zürich,Zwitserland,2012,2013
364,Faculteit Letteren,Universität Wien,Oostenrijk,2012,2013
365,Faculteit Farmaceutische Wetenschappen,Università degli Studi d Roma Sapienza,Italië,2012,2013
366,Faculteit Farmaceutische Wetenschappen,Oulun Yliopisto,Finland,2012,2013
367,Fac. Psychologie en Pedagogische Wet.,Universidad de Sevilla,Spanje,2012,2013
368,Hoger Instituut voor Wijsbegeerte,University College Dublin,Ierland,2012,2013
369,Faculteit Rechtsgeleerdheid,University of Edinburgh,Ver. Koninkrijk,2012,2013
370,Faculteit Geneeskunde,Université Grenoble Alpes,Frankrijk,2012,2013
371,Faculteit Sociale Wetenschappen,National University of Ireland - Galway,Ierland,2012,2013
372,Faculteit Farmaceutische Wetenschappen,Université René Descartes,Frankrijk,2012,2013
373,Faculteit Theologie en Religiewetensch.,Università Tà Malta,Malta,2012,2013
374,Faculteit Rechtsgeleerdheid,King's College London (University of Lon,Ver. Koninkrijk,2012,2013
375,Faculteit Rechtsgeleerdheid,University of Leeds,Ver. Koninkrijk,2012,2013
376,Faculteit Geneeskunde,Universidade do Porto,Portugal,2012,2013
377,Faculteit Rechtsgeleerdheid,Dublin University, Trinity College Dubli,Ierland,2012,2013
378,Faculteit Farmaceutische Wetenschappen,Università degli Studi di Pisa,Italië,2012,2013
379,Faculteit Sociale Wetenschappen,Universidad Europea de Madrid,Spanje,2012,2013
380,Faculteit Rechtsgeleerdheid,Universidade Católica Portuguesa,Portugal,2012,2013
381,Fac. Psychologie en Pedagogische Wet.,Uppsala Universitet,Zweden,2012,2013
382,Faculteit Rechtsgeleerdheid,Université René Descartes,Frankrijk,2012,2013
383,Fac. Psychologie en Pedagogische Wet.,Universität Wien,Oostenrijk,2012,2013
384,Faculteit Rechtsgeleerdheid,National University of Ireland - Galway,Ierland,2012,2013
385,Faculteit Rechtsgeleerdheid,Universidad de Valencia,Spanje,2012,2013
386,Faculteit Ingenieurswetenschappen,Technische Universität Dresden - TU Dres,Duitsland,2012,2013
387,Faculteit Economie en Bedrijfswetensch.,University of Edinburgh,Ver. Koninkrijk,2012,2013
388,Faculteit Economie en Bedrijfswetensch.,Uppsala Universitet,Zweden,2012,2013
389,Faculteit Letteren,Universidad de Santiago de Compostela,Spanje,2012,2013
390,Faculteit Bio-ingenieurswetenschappen,Universidade Técnica de Lisboa,Portugal,2012,2013
391,Faculteit Economie en Bedrijfswetensch.,Handelshojskolen i Kobenhavn,Denemarken,2012,2013
392,Fac. Psychologie en Pedagogische Wet.,Vrije Universiteit Amsterdam,Nederland,2012,2013
393,Faculteit Rechtsgeleerdheid,Universidad de Alicante,Spanje,2012,2013
394,Faculteit Economie en Bedrijfswetensch.,Université Montpellier II,Frankrijk,2012,2013
395,Faculteit Sociale Wetenschappen,Universität Potsdam,Duitsland,2012,2013
396,FaBeR,Jyväskylän Yliopisto,Finland,2012,2013
397,Faculteit Letteren,Albert-Ludwigs-Universität Freiburg,Duitsland,2012,2013
398,Faculteit Geneeskunde,Lunds Universitet,Zweden,2012,2013
399,Faculteit Sociale Wetenschappen,Universidade do Porto,Portugal,2012,2013
400,Faculteit Economie en Bedrijfswetensch.,Ikonomiko Panepistimio Athinon (Athens U,Griekenland,2012,2013
401,Faculteit Economie en Bedrijfswetensch.,Universiteit van Amsterdam,Nederland,2012,2013
402,Faculteit Economie en Bedrijfswetensch.,Umeå Universitet,Zweden,2012,2013
403,Faculteit Letteren,Université de Toulon et du Var (U.T.V.),Frankrijk,2012,2013
404,Hoger Instituut voor Wijsbegeerte,Freie Universität Berlin,Duitsland,2012,2013
405,Faculteit Economie en Bedrijfswetensch.,Universidad de Valencia,Spanje,2012,2013
406,Faculteit Geneeskunde,Universiteit Maastricht,Nederland,2012,2013
407,Fac. Psychologie en Pedagogische Wet.,Université René Descartes,Frankrijk,2012,2013
408,Faculteit Letteren,Università di Bologna,Italië,2012,2013
409,Faculteit Economie en Bedrijfswetensch.,Universität Zürich,Zwitserland,2012,2013
410,Faculteit Economie en Bedrijfswetensch.,Université de Poitiers,Frankrijk,2012,2013
411,Fac. Psychologie en Pedagogische Wet.,Linköpings Universitet,Zweden,2012,2013
412,Faculteit Sociale Wetenschappen,Universität Potsdam,Duitsland,2012,2013
413,Faculteit Geneeskunde,Westfälische Wilhelms-Uni Münster,Duitsland,2012,2013
414,Faculteit Economie en Bedrijfswetensch.,Université de Poitiers,Frankrijk,2012,2013
415,Fac. Psychologie en Pedagogische Wet.,Université de Provence (Aix-Marseille I),Frankrijk,2012,2013
416,Fac. Psychologie en Pedagogische Wet.,University of Glasgow,Ver. Koninkrijk,2012,2013
417,Faculteit Sociale Wetenschappen,Universidade Católica Portuguesa,Portugal,2012,2013
418,Faculteit Geneeskunde,Università Tà Malta,Malta,2012,2013
419,Faculteit Sociale Wetenschappen,University of Ulster,Ver. Koninkrijk,2012,2013
420,FaBeR,Universidade de Coimbra,Portugal,2012,2013
421,Faculteit Economie en Bedrijfswetensch.,Université de Poitiers,Frankrijk,2012,2013
422,Faculteit Economie en Bedrijfswetensch.,National University of Ireland - Galway,Ierland,2012,2013
423,Faculteit Letteren,Universidad de Granada,Spanje,2012,2013
424,Faculteit Economie en Bedrijfswetensch.,Eberhard-Karls-Universität Tübingen,Duitsland,2012,2013
425,FaBeR,Université de la Réunion,Frankrijk,2012,2013
426,Faculteit Sociale Wetenschappen,University of Iceland,IJsland,2012,2013
427,Faculteit Letteren,Università di Bologna,Italië,2012,2013
428,Hoger Instituut voor Wijsbegeerte,Albert-Ludwigs-Universität Freiburg,Duitsland,2012,2013
429,Faculteit Letteren,Univerzita Palackého v Olomouci,Tsjechië,2012,2013
430,Faculteit Economie en Bedrijfswetensch.,University of Glasgow,Ver. Koninkrijk,2012,2013
431,Faculteit Economie en Bedrijfswetensch.,University of Leicester,Ver. Koninkrijk,2012,2013
432,Faculteit Bio-ingenieurswetenschappen,Universität für Bodenkultur Wien,Oostenrijk,2012,2013
433,Faculteit Letteren,Université Marc Bloch (Strasbourg II),Frankrijk,2012,2013
434,Faculteit Letteren,Universidad Autónoma de Madrid,Spanje,2012,2013
435,Faculteit Sociale Wetenschappen,Jönköping University,Zweden,2012,2013
436,Faculteit Sociale Wetenschappen,Universitetet i Oslo,Noorwegen,2012,2013
437,Faculteit Sociale Wetenschappen,Université du Droit et de la Santé Lille,Frankrijk,2012,2013
438,Faculteit Sociale Wetenschappen,Högskolan i Halmstad,Zweden,2012,2013
439,Faculteit Sociale Wetenschappen,University of Ulster,Ver. Koninkrijk,2012,2013
440,Faculteit Bio-ingenieurswetenschappen,Vysoká Skola Chemicko-Technologická v Pr,Tsjechië,2012,2013
441,Faculteit Economie en Bedrijfswetensch.,Handelshojskolen i Kobenhavn,Denemarken,2012,2013
442,Faculteit Bio-ingenieurswetenschappen,Vysoká Skola Chemicko-Technologická v Pr,Tsjechië,2012,2013
443,Faculteit Economie en Bedrijfswetensch.,University of Leicester,Ver. Koninkrijk,2012,2013
444,Faculteit Letteren,Oxford Brookes University,Ver. Koninkrijk,2012,2013
445,Fac. Psychologie en Pedagogische Wet.,Szkola Wyzsza Psychologii Spolecznej,Polen,2012,2013
446,Faculteit Economie en Bedrijfswetensch.,University of Leicester,Ver. Koninkrijk,2012,2013
447,Faculteit Sociale Wetenschappen,Göteborgs Unversitet,Zweden,2012,2013
448,Faculteit Economie en Bedrijfswetensch.,École de management de Normandie,Frankrijk,2012,2013
449,Fac. Psychologie en Pedagogische Wet.,Universidad del País Vasco,Spanje,2012,2013
450,Faculteit Geneeskunde,Université de Nantes,Frankrijk,2012,2013
451,Fac. Psychologie en Pedagogische Wet.,Turun Yliopisto,Finland,2012,2013
452,Faculteit Letteren,Univerza v Ljubljani,Slovenië,2012,2013
453,Faculteit Letteren,John Paul II Catholic University Lublin,Polen,2012,2013
454,Faculteit Economie en Bedrijfswetensch.,Universidad de Valencia,Spanje,2012,2013
455,Faculteit Bio-ingenieurswetenschappen,Universidade Técnica de Lisboa,Portugal,2012,2013
456,Faculteit Economie en Bedrijfswetensch.,Université de Lausanne,Zwitserland,2012,2013
457,FaBeR,Jyväskylän Yliopisto,Finland,2012,2013
458,Faculteit Letteren,Freie Universität Berlin,Duitsland,2012,2013
459,Faculteit Letteren,Università Cattolica del Sacro Cuore di,Italië,2012,2013
460,Faculteit Letteren,University of Limerick,Ierland,2012,2013
461,Faculteit Economie en Bedrijfswetensch.,Universität Regensburg,Duitsland,2012,2013
462,Faculteit Bio-ingenieurswetenschappen,Universität für Bodenkultur Wien,Oostenrijk,2012,2013
463,Faculteit Letteren,John Paul II Catholic University Lublin,Polen,2012,2013
464,Faculteit Economie en Bedrijfswetensch.,Université de Rennes I,Frankrijk,2012,2013
465,Faculteit Economie en Bedrijfswetensch.,Universidad del País Vasco,Spanje,2012,2013
466,Faculteit Economie en Bedrijfswetensch.,Eberhard-Karls-Universität Tübingen,Duitsland,2012,2013
467,Faculteit Economie en Bedrijfswetensch.,Universidad de Sevilla,Spanje,2012,2013
468,Fac. Psychologie en Pedagogische Wet.,Uniwersytet Jagiellonski,Polen,2012,2013
469,Faculteit Sociale Wetenschappen,Universidad Europea de Madrid,Spanje,2012,2013
470,Faculteit Letteren,Università degli Studi di Macerata,Italië,2012,2013
471,Faculteit Economie en Bedrijfswetensch.,Universidad de Salamanca,Spanje,2012,2013
472,Faculteit Letteren,Univerzita Palackého v Olomouci,Tsjechië,2012,2013
473,Faculteit Letteren,Universidad de Córdoba,Spanje,2012,2013
474,Faculteit Letteren,Université de Paris-Nanterre (Paris X),Frankrijk,2012,2013
475,Faculteit Economie en Bedrijfswetensch.,University of Leicester,Ver. Koninkrijk,2012,2013
476,Fac. Psychologie en Pedagogische Wet.,Universidad de Salamanca,Spanje,2012,2013
477,Faculteit Letteren,Université de Paris-Sorbonne (Paris IV),Frankrijk,2012,2013
478,Faculteit Economie en Bedrijfswetensch.,National University of Ireland - Galway,Ierland,2012,2013
479,Faculteit Economie en Bedrijfswetensch.,Universidad de Valencia,Spanje,2012,2013
480,Faculteit Bio-ingenieurswetenschappen,Universidade Técnica de Lisboa,Portugal,2012,2013
481,Faculteit Bio-ingenieurswetenschappen,Danmarks Tekniske Universitet,Denemarken,2012,2013
482,Faculteit Economie en Bedrijfswetensch.,Aarhus Universitet,Denemarken,2012,2013
483,Faculteit Economie en Bedrijfswetensch.,Universidad de Zaragoza,Spanje,2012,2013
484,Hoger Instituut voor Wijsbegeerte,Freie Universität Berlin,Duitsland,2012,2013
485,Faculteit Letteren,Universidad de Sevilla,Spanje,2012,2013
486,Faculteit Sociale Wetenschappen,Ruprecht-Karls-Universität Heidelberg,Duitsland,2012,2013
487,Faculteit Letteren,Univerzita Karlova (Charles University),Tsjechië,2012,2013
488,Faculteit Economie en Bedrijfswetensch.,Universität Bern,Zwitserland,2012,2013
489,Faculteit Economie en Bedrijfswetensch.,Czech Technical University in Prague,Tsjechië,2012,2013
490,FaBeR,Jyväskylän Yliopisto,Finland,2012,2013
491,Faculteit Letteren,University of Cyprus,Cyprus,2012,2013
492,Faculteit Sociale Wetenschappen,Universidade do Porto,Portugal,2012,2013
493,Faculteit Economie en Bedrijfswetensch.,Ludwig-Maximilians-Universität München,Duitsland,2012,2013
494,Faculteit Bio-ingenieurswetenschappen,Vysoká Skola Chemicko-Technologická v Pr,Tsjechië,2012,2013
495,Faculteit Sociale Wetenschappen,Università di Bologna,Italië,2012,2013
496,Fac. Psychologie en Pedagogische Wet.,Université de Provence (Aix-Marseille I),Frankrijk,2012,2013
497,Faculteit Economie en Bedrijfswetensch.,Universität Regensburg,Duitsland,2012,2013
498,Faculteit Letteren,Università Cattolica del Sacro Cuore di,Italië,2012,2013
499,Fac. Psychologie en Pedagogische Wet.,Freie Universität Berlin,Duitsland,2012,2013
500,Faculteit Geneeskunde,Medizinische Universität Innsbruck,Oostenrijk,2012,2013
501,Faculteit Economie en Bedrijfswetensch.,Università degli Studi di Torino,Italië,2012,2013
502,Faculteit Bio-ingenieurswetenschappen,Szent István Egyetem,Hongarije,2012,2013
503,Faculteit Letteren,Uniwersytet Jagiellonski,Polen,2012,2013
504,Faculteit Letteren,Università degli Studi di Urbino Carlo B,Italië,2012,2013
505,Faculteit Economie en Bedrijfswetensch.,Universidad de Granada,Spanje,2012,2013
506,Fac. Psychologie en Pedagogische Wet.,Universidad de Valencia,Spanje,2012,2013
507,Fac. Psychologie en Pedagogische Wet.,Université René Descartes,Frankrijk,2012,2013
508,Faculteit Sociale Wetenschappen,Institut d'Etudes Politiques de Paris,Frankrijk,2012,2013
509,Faculteit Letteren,Univ d Versailles St-Quentin-en-Yvelines,Frankrijk,2012,2013
510,Faculteit Bio-ingenieurswetenschappen,Universidade Técnica de Lisboa,Portugal,2012,2013
511,Hoger Instituut voor Wijsbegeerte,Universität zu Köln,Duitsland,2012,2013
512,Fac. Psychologie en Pedagogische Wet.,Université Blaise Pascal Clermont-Ferr 2,Frankrijk,2012,2013
513,Faculteit Letteren,Ruprecht-Karls-Universität Heidelberg,Duitsland,2012,2013
514,Faculteit Letteren,Università Cattolica del Sacro Cuore di,Italië,2012,2013
515,Faculteit Economie en Bedrijfswetensch.,Aarhus Universitet,Denemarken,2012,2013
516,Faculteit Economie en Bedrijfswetensch.,Université Montpellier II,Frankrijk,2012,2013
517,Faculteit Sociale Wetenschappen,Universidade do Porto,Portugal,2012,2013
518,Faculteit Bio-ingenieurswetenschappen,Universität für Bodenkultur Wien,Oostenrijk,2012,2013
519,Hoger Instituut voor Wijsbegeerte,Rijksuniversiteit Groningen,Nederland,2012,2013
520,Faculteit Economie en Bedrijfswetensch.,Université de Paris-Dauphine (Paris IX),Frankrijk,2012,2013
521,Faculteit Letteren,National University of Ireland - Galway,Ierland,2012,2013
522,Faculteit Economie en Bedrijfswetensch.,Universitat de Barcelona,Spanje,2012,2013
523,Faculteit Bio-ingenieurswetenschappen,Universität für Bodenkultur Wien,Oostenrijk,2012,2013
524,Faculteit Letteren,Università degli Studi di Firenze,Italië,2012,2013
525,Faculteit Economie en Bedrijfswetensch.,Université Montpellier II,Frankrijk,2012,2013
526,Faculteit Economie en Bedrijfswetensch.,Wirtschaftsuniversität Wien,Oostenrijk,2012,2013
527,Faculteit Bio-ingenieurswetenschappen,Universität Hohenheim,Duitsland,2012,2013
528,Faculteit Letteren,Albert-Ludwigs-Universität Freiburg,Duitsland,2012,2013
529,Faculteit Economie en Bedrijfswetensch.,Universidad de Granada,Spanje,2012,2013
530,Faculteit Sociale Wetenschappen,Università di Bologna,Italië,2012,2013
531,Faculteit Letteren,Universität Leipzig,Duitsland,2012,2013
532,Fac. Psychologie en Pedagogische Wet.,Institute of Education (University of Lo,Ver. Koninkrijk,2012,2013
533,Faculteit Economie en Bedrijfswetensch.,Georg-August-Universität Göttingen,Duitsland,2012,2013
534,Faculteit Economie en Bedrijfswetensch.,Hanken Svenska Handelshögskolan,Finland,2012,2013
535,Faculteit Economie en Bedrijfswetensch.,Aarhus Universitet,Denemarken,2012,2013
536,Faculteit Economie en Bedrijfswetensch.,Aarhus Universitet,Denemarken,2012,2013
